student_id,academic_year,major,facility_rated,satisfaction_score,timestamp,comment,sentiment
"1103","1st Year","BBA","Library","5","2026-03-11","Library services are excellent","Positive"
"1104","3rd Year","CE","Hostel","2","2025-07-18","Rooms are crowded","Negative"
"1105","1st Year","ME","Lab","4","2025-07-01","Lab environment is excellent","Positive"
"1106","3rd Year","BBA","Canteen","5","2025-01-19","Service is fast and helpful","Positive"
"1107","2nd Year","ME","Canteen","2","2025-07-24","Service is slow","Negative"
"1108","1st Year","BBA","Hostel","2","2025-03-27","Hostel cleanliness is average","Neutral"
"1109","2nd Year","ECE","Transport","1","2025-01-12","Buses are often late","Negative"
"1110","2nd Year","BBA","Sports","3","2025-06-09","Okay sports experience","Neutral"
"1111","2nd Year","ME","Transport","4","2026-02-05","Transport service is excellent","Positive"
"1112","2nd Year","CE","Library","1","2025-04-03","Library is sometimes noisy","Neutral"
"1113","3rd Year","ECE","Hostel","5","2026-03-15","Rooms are clean and safe","Positive"
"1114","3rd Year","ECE","Library","5","2026-01-12","Library services are excellent","Positive"
"1115","4th Year","AIDS","Library","2","2026-03-06","Library seating is limited","Neutral"
"1116","2nd Year","CE","Sports","1","2025-02-14","Practice timing is not managed well","Neutral"
"1117","4th Year","BBA","Lab","3","2026-02-16","Lab support is manageable","Neutral"
"1118","3rd Year","ME","Transport","2","2025-07-16","Need more buses","Neutral"
"1119","4th Year","BBA","Hostel","4","2025-12-10","Hostel rooms are comfortable","Neutral"
"1120","2nd Year","CE","Library","1","2025-09-21","Library is sometimes noisy","Neutral"
"1121","3rd Year","ECE","Canteen","1","2025-07-06","Food is expensive","Neutral"
"1122","3rd Year","AIDS","Transport","4","2025-08-29","Bus staff is cooperative","Neutral"
"1123","2nd Year","CE","Classroom","4","2025-10-23","Classroom atmosphere is positive","Neutral"
"1124","3rd Year","ECE","Transport","2","2025-07-10","Need more buses","Neutral"
"1125","1st Year","CSE","Transport","1","2025-12-21","Need more buses","Neutral"
"1126","2nd Year","ECE","Library","2","2025-02-01","Library seating is limited","Neutral"
"1127","2nd Year","ECE","Hostel","2","2025-09-14","Rooms are crowded","Negative"
"1128","2nd Year","ECE","Library","3","2025-04-03","Decent experience in library","Neutral"
"1129","1st Year","BBA","Library","2","2025-01-27","Library needs more books","Neutral"
"1130","2nd Year","CSE","Sports","3","2025-01-12","Okay sports experience","Neutral"
"1131","3rd Year","BBA","Canteen","5","2026-02-10","Canteen is clean and spacious","Positive"
"1132","2nd Year","ME","Canteen","4","2025-03-08","Canteen experience is nice","Positive"
"1133","1st Year","CSE","Transport","1","2025-09-19","Need more buses","Neutral"
"1134","3rd Year","AIDS","Lab","4","2025-01-24","Lab environment is excellent","Positive"
"1135","2nd Year","AIDS","Hostel","1","2025-01-09","Hostel cleanliness is average","Neutral"
"1136","3rd Year","CE","Lab","4","2025-10-06","Systems work properly","Neutral"
"1137","4th Year","CSE","Sports","4","2026-02-24","Ground is well maintained","Neutral"
"1138","1st Year","CE","Lab","1","2025-11-12","Lab is overcrowded","Negative"
"1139","3rd Year","CSE","Classroom","1","2025-07-30","Projector issues happen often","Neutral"
"1140","4th Year","ME","Transport","2","2025-04-22","Transport service is average","Negative"
"1141","1st Year","ECE","Canteen","2","2025-08-31","Service is slow","Negative"
"1142","3rd Year","ME","Hostel","5","2025-04-19","Hostel environment is peaceful","Neutral"
"1143","4th Year","ME","Lab","1","2025-03-22","Internet is slow in lab","Negative"
"1144","4th Year","AIDS","Sports","1","2025-02-17","Practice timing is not managed well","Neutral"
"1145","4th Year","AIDS","Canteen","3","2025-03-25","Food is average","Negative"
"1146","2nd Year","ME","Library","1","2025-05-04","Library seating is limited","Neutral"
"1147","3rd Year","ECE","Classroom","5","2025-06-13","Satisfied with classroom facilities","Positive"
"1148","4th Year","BBA","Transport","1","2026-03-14","Delay causes problems","Negative"
"1149","1st Year","ECE","Hostel","3","2025-07-05","Hostel experience is okay","Neutral"
"1150","4th Year","CSE","Hostel","5","2025-07-21","Satisfied with hostel services","Positive"
"1151","3rd Year","ME","Classroom","2","2025-07-19","Classroom maintenance is poor","Negative"
"1152","2nd Year","ME","Hostel","2","2025-07-31","Maintenance is poor","Negative"
"1153","1st Year","ECE","Library","5","2025-05-30","Library has good study space","Positive"
"1154","2nd Year","CE","Classroom","5","2025-02-21","Classrooms are clean and comfortable","Positive"
"1155","2nd Year","CE","Classroom","3","2025-04-24","Average classroom experience","Negative"
"1156","1st Year","ECE","Canteen","3","2025-06-26","Food is average","Negative"
"1157","3rd Year","BBA","Transport","3","2026-03-16","Transport is average","Negative"
"1158","1st Year","ECE","Sports","5","2025-03-14","Equipment is available and useful","Positive"
"1159","3rd Year","BBA","Transport","4","2026-01-04","Buses are mostly on time","Positive"
"1160","1st Year","BBA","Canteen","4","2025-07-26","Canteen experience is nice","Positive"
"1161","4th Year","ECE","Library","3","2026-01-21","Decent experience in library","Neutral"
"1162","4th Year","BBA","Sports","4","2026-02-08","Sports facilities are good","Positive"
"1163","2nd Year","CSE","Sports","2","2025-12-19","Need more sports support","Neutral"
"1164","3rd Year","CE","Library","3","2025-06-06","Library is average","Negative"
"1165","3rd Year","AIDS","Lab","4","2025-05-17","Lab environment is excellent","Positive"
"1166","3rd Year","ME","Lab","2","2026-02-23","Lab equipment needs upgrade","Neutral"
"1167","1st Year","AIDS","Library","2","2025-06-30","Library needs more books","Neutral"
"1168","3rd Year","AIDS","Hostel","5","2025-04-13","Rooms are clean and safe","Positive"
"1169","2nd Year","BBA","Library","4","2025-09-05","Very satisfied with library environment","Positive"
"1170","2nd Year","BBA","Classroom","1","2026-02-03","Classroom cleanliness is average","Neutral"
"1171","1st Year","ME","Library","4","2025-12-26","Books are easily available","Neutral"
"1172","1st Year","ME","Library","1","2025-03-12","Library is sometimes noisy","Neutral"
"1173","1st Year","BBA","Sports","5","2025-10-24","Equipment is available and useful","Positive"
"1174","4th Year","CE","Lab","4","2025-11-23","Lab equipment is good","Positive"
"1175","4th Year","CE","Canteen","1","2025-07-13","Canteen is crowded","Negative"
"1176","4th Year","ME","Lab","4","2025-02-12","Lab sessions are very helpful","Positive"
"1177","2nd Year","ECE","Hostel","4","2025-06-19","Rooms are clean and safe","Positive"
"1178","1st Year","BBA","Hostel","2","2025-08-22","Hostel rooms need improvement","Negative"
"1179","3rd Year","AIDS","Classroom","4","2025-08-25","Classrooms are clean and comfortable","Positive"
"1180","1st Year","BBA","Sports","1","2026-01-12","Need more sports support","Neutral"
"1181","4th Year","BBA","Lab","4","2025-06-05","Systems work properly","Neutral"
"1182","3rd Year","CE","Library","2","2025-04-14","Library is sometimes noisy","Neutral"
"1183","3rd Year","AIDS","Classroom","4","2025-08-24","Classrooms are clean and comfortable","Positive"
"1184","2nd Year","CE","Lab","3","2025-11-23","Lab support is manageable","Neutral"
"1185","3rd Year","ECE","Classroom","1","2025-12-16","Classroom maintenance is poor","Negative"
"1186","1st Year","ECE","Lab","4","2025-08-19","Lab sessions are very helpful","Positive"
"1187","4th Year","CE","Lab","4","2025-01-15","Practical learning is effective","Neutral"
"1188","4th Year","CSE","Hostel","3","2025-12-11","Facilities are manageable","Neutral"
"1189","2nd Year","ME","Lab","1","2025-02-17","Some systems do not work","Neutral"
"1190","3rd Year","ME","Sports","1","2025-06-23","Sports equipment is limited","Neutral"
"1191","2nd Year","ECE","Lab","5","2026-03-09","Systems work properly","Neutral"
"1192","2nd Year","AIDS","Transport","3","2025-01-19","Transport is average","Negative"
"1193","3rd Year","ECE","Sports","1","2026-03-14","Need more sports support","Neutral"
"1194","1st Year","CE","Lab","3","2025-05-30","Lab support is manageable","Neutral"
"1195","1st Year","BBA","Sports","4","2025-05-25","Equipment is available and useful","Positive"
"1196","1st Year","ME","Transport","2","2025-02-23","Buses are often late","Negative"
"1197","2nd Year","ME","Lab","5","2026-02-05","Practical learning is effective","Neutral"
"1198","4th Year","CE","Lab","4","2025-01-19","Lab sessions are very helpful","Positive"
"1199","4th Year","AIDS","Library","5","2025-06-04","Library services are excellent","Positive"
"1200","3rd Year","AIDS","Sports","3","2025-10-16","Okay sports experience","Neutral"
"1201","2nd Year","AIDS","Classroom","3","2025-04-29","Classroom is okay","Neutral"
"1202","2nd Year","CSE","Sports","2","2026-03-03","Need more sports support","Neutral"
"1203","1st Year","ME","Transport","2","2025-12-03","Need more buses","Neutral"
"1204","2nd Year","ME","Hostel","5","2025-10-26","Satisfied with hostel services","Positive"
"1205","3rd Year","BBA","Classroom","2","2025-06-10","Projector issues happen often","Neutral"
"1206","1st Year","ME","Sports","3","2025-05-28","Sports facilities are average","Negative"
"1207","3rd Year","ME","Lab","2","2025-10-21","Some systems do not work","Neutral"
"1208","4th Year","AIDS","Hostel","1","2025-06-16","Rooms are crowded","Negative"
"1209","4th Year","ECE","Canteen","3","2025-07-10","Average experience in canteen","Negative"
"1210","3rd Year","CE","Transport","4","2025-12-26","Transport service is excellent","Positive"
"1211","1st Year","CE","Transport","5","2025-04-18","Bus staff is cooperative","Neutral"
"1212","4th Year","AIDS","Classroom","4","2025-08-28","Classroom atmosphere is positive","Neutral"
"1213","3rd Year","BBA","Classroom","4","2025-02-28","Teaching environment is good","Positive"
"1214","3rd Year","ECE","Hostel","1","2025-02-07","Hostel cleanliness is average","Neutral"
"1215","2nd Year","AIDS","Library","5","2026-03-05","Library services are excellent","Positive"
"1216","1st Year","CSE","Library","1","2025-08-08","Need improvement in library timing","Negative"
"1217","3rd Year","ME","Lab","4","2025-06-05","Lab equipment is good","Positive"
"1218","4th Year","AIDS","Sports","4","2025-06-04","Coaching support is helpful","Positive"
"1219","2nd Year","AIDS","Canteen","2","2025-09-29","Service is slow","Negative"
"1220","1st Year","CSE","Canteen","1","2026-03-10","Canteen is crowded","Negative"
"1221","3rd Year","BBA","Lab","3","2025-03-18","Average lab experience","Negative"
"1222","1st Year","CE","Classroom","4","2025-04-10","Classroom atmosphere is positive","Neutral"
"1223","3rd Year","ECE","Library","3","2025-01-07","Library is okay overall","Neutral"
"1224","1st Year","AIDS","Lab","5","2026-03-25","Systems work properly","Neutral"
"1225","4th Year","CSE","Library","1","2025-04-24","Library is sometimes noisy","Neutral"
"1226","1st Year","ECE","Sports","5","2025-04-11","Coaching support is helpful","Positive"
"1227","2nd Year","ME","Sports","3","2025-02-13","Facilities are manageable","Neutral"
"1228","1st Year","CE","Sports","1","2025-10-27","Practice timing is not managed well","Neutral"
"1229","3rd Year","ECE","Transport","1","2025-09-07","Delay causes problems","Negative"
"1230","1st Year","ME","Library","5","2025-04-09","Library has good study space","Positive"
"1231","1st Year","CSE","Classroom","3","2025-08-26","Facilities are manageable","Neutral"
"1232","3rd Year","BBA","Library","4","2025-11-30","Books are easily available","Neutral"
"1233","3rd Year","ME","Lab","2","2026-03-08","Some systems do not work","Neutral"
"1234","2nd Year","CSE","Canteen","4","2026-01-21","Service is fast and helpful","Positive"
"1235","4th Year","CE","Classroom","5","2026-02-11","Teaching environment is good","Positive"
"1236","4th Year","AIDS","Sports","3","2025-06-26","Okay sports experience","Neutral"
"1237","1st Year","ME","Sports","1","2025-04-14","Need more sports support","Neutral"
"1238","2nd Year","CE","Lab","1","2025-09-20","Lab is overcrowded","Negative"
"1239","1st Year","ECE","Lab","5","2025-05-25","Lab equipment is good","Positive"
"1240","4th Year","BBA","Library","4","2025-09-17","Books are easily available","Neutral"
"1241","1st Year","BBA","Classroom","4","2025-05-19","Classrooms are clean and comfortable","Positive"
"1242","3rd Year","CSE","Canteen","5","2025-12-30","Canteen is clean and spacious","Positive"
"1243","4th Year","ME","Library","3","2025-05-18","Library is average","Negative"
"1244","2nd Year","CSE","Hostel","5","2025-07-08","Hostel rooms are comfortable","Neutral"
"1245","3rd Year","CE","Canteen","3","2025-04-03","Food is average","Negative"
"1246","4th Year","CSE","Classroom","2","2025-12-08","Classroom cleanliness is average","Neutral"
"1247","4th Year","ME","Sports","5","2025-08-24","Sports environment is motivating","Neutral"
"1248","2nd Year","BBA","Library","1","2025-03-25","Library seating is limited","Neutral"
"1249","3rd Year","BBA","Classroom","2","2025-06-26","Classroom cleanliness is average","Neutral"
"1250","3rd Year","AIDS","Canteen","5","2025-10-30","Food quality is good","Positive"
"1251","4th Year","ECE","Lab","5","2025-07-04","Systems work properly","Neutral"
"1252","1st Year","AIDS","Classroom","5","2025-06-22","Teaching environment is good","Positive"
"1253","2nd Year","AIDS","Hostel","3","2025-10-22","Hostel is average","Negative"
"1254","3rd Year","ECE","Transport","5","2025-10-30","Bus staff is cooperative","Neutral"
"1255","3rd Year","ECE","Hostel","1","2025-06-15","Rooms are crowded","Negative"
"1256","3rd Year","ME","Classroom","3","2025-09-11","Average classroom experience","Negative"
"1257","3rd Year","ECE","Library","3","2025-01-22","Library is okay overall","Neutral"
"1258","2nd Year","CE","Hostel","4","2025-05-03","Hostel rooms are comfortable","Neutral"
"1259","4th Year","BBA","Transport","5","2025-04-24","Transport is convenient","Neutral"
"1260","1st Year","CE","Hostel","4","2025-10-16","Hostel rooms are comfortable","Neutral"
"1261","4th Year","ME","Canteen","4","2025-01-25","Food quality is good","Positive"
"1262","4th Year","BBA","Sports","3","2025-08-18","Okay sports experience","Neutral"
"1263","3rd Year","CSE","Transport","4","2025-10-08","Bus staff is cooperative","Neutral"
"1264","4th Year","ME","Transport","5","2025-05-24","Bus staff is cooperative","Neutral"
"1265","3rd Year","BBA","Lab","4","2025-07-20","Practical learning is effective","Neutral"
"1266","2nd Year","ME","Canteen","4","2025-05-16","Canteen experience is nice","Positive"
"1267","3rd Year","AIDS","Canteen","4","2025-12-15","Snacks are fresh and tasty","Neutral"
"1268","2nd Year","ME","Hostel","3","2025-04-18","Hostel is average","Negative"
"1269","3rd Year","ME","Lab","1","2025-03-23","Need improvement in practical support","Negative"
"1270","3rd Year","CE","Classroom","5","2025-01-30","Teaching environment is good","Positive"
"1271","2nd Year","ME","Lab","5","2025-11-07","Lab sessions are very helpful","Positive"
"1272","2nd Year","ECE","Canteen","1","2025-09-18","Canteen food quality is poor","Negative"
"1273","3rd Year","BBA","Hostel","5","2025-06-15","Rooms are clean and safe","Positive"
"1274","3rd Year","BBA","Sports","1","2025-12-21","Practice timing is not managed well","Neutral"
"1275","2nd Year","ME","Library","3","2025-06-20","Library is okay overall","Neutral"
"1276","2nd Year","ECE","Canteen","1","2025-06-05","Canteen food quality is poor","Negative"
"1277","1st Year","AIDS","Hostel","5","2025-08-13","Rooms are clean and safe","Positive"
"1278","1st Year","CE","Lab","5","2026-02-21","Lab equipment is good","Positive"
"1279","1st Year","CE","Sports","5","2025-11-04","Coaching support is helpful","Positive"
"1280","1st Year","AIDS","Sports","4","2025-10-13","Ground is well maintained","Neutral"
"1281","3rd Year","CSE","Sports","2","2025-07-08","Ground maintenance is poor","Negative"
"1282","3rd Year","CSE","Canteen","1","2025-01-16","Food is expensive","Neutral"
"1283","4th Year","CE","Transport","5","2025-09-03","Transport is convenient","Neutral"
"1284","2nd Year","ECE","Hostel","3","2025-12-04","Hostel is average","Negative"
"1285","3rd Year","ECE","Sports","1","2025-02-25","Ground maintenance is poor","Negative"
"1286","1st Year","BBA","Canteen","2","2026-03-31","Canteen is crowded","Negative"
"1287","2nd Year","BBA","Sports","2","2025-11-11","Practice timing is not managed well","Neutral"
"1288","2nd Year","CE","Lab","1","2025-03-30","Internet is slow in lab","Negative"
"1289","3rd Year","AIDS","Lab","5","2025-01-26","Systems work properly","Neutral"
"1290","2nd Year","AIDS","Sports","3","2026-02-23","Sports facilities are average","Negative"
"1291","3rd Year","CE","Sports","5","2025-07-07","Ground is well maintained","Neutral"
"1292","4th Year","ECE","Lab","4","2025-08-07","Lab sessions are very helpful","Positive"
"1293","1st Year","BBA","Hostel","4","2025-09-15","Hostel rooms are comfortable","Neutral"
"1294","4th Year","BBA","Hostel","3","2026-01-01","Facilities are manageable","Neutral"
"1295","2nd Year","ECE","Lab","1","2025-03-31","Need improvement in practical support","Negative"
"1296","4th Year","AIDS","Hostel","3","2025-12-22","Hostel is average","Negative"
"1297","1st Year","CE","Transport","2","2025-06-01","Transport timing is not reliable","Neutral"
"1298","1st Year","AIDS","Hostel","4","2025-08-22","Hostel rooms are comfortable","Neutral"
"1299","3rd Year","ECE","Library","5","2025-11-01","Library services are excellent","Positive"
"1300","3rd Year","BBA","Sports","5","2025-04-02","Ground is well maintained","Neutral"
"1301","1st Year","AIDS","Transport","4","2025-10-05","Very satisfied with transport","Positive"
"1302","2nd Year","ECE","Classroom","1","2025-05-13","Rooms need better ventilation","Neutral"
"1303","2nd Year","ECE","Classroom","3","2026-03-28","Average classroom experience","Negative"
"1304","3rd Year","CE","Lab","4","2025-01-26","Systems work properly","Neutral"
"1305","4th Year","CSE","Lab","4","2025-09-02","Lab equipment is good","Positive"
"1306","1st Year","AIDS","Hostel","1","2025-06-09","Hostel rooms need improvement","Negative"
"1307","4th Year","BBA","Classroom","4","2025-02-15","Projector and seating are fine","Neutral"
"1308","2nd Year","CE","Transport","2","2025-01-13","Transport service is average","Negative"
"1309","1st Year","CE","Library","1","2026-01-28","Issue with book availability","Neutral"
"1310","3rd Year","AIDS","Hostel","3","2026-01-02","Hostel experience is okay","Neutral"
"1311","4th Year","BBA","Hostel","3","2026-01-24","Facilities are manageable","Neutral"
"1312","4th Year","CSE","Hostel","3","2026-02-05","Hostel is average","Negative"
"1313","1st Year","CSE","Lab","3","2025-02-19","Lab support is manageable","Neutral"
"1314","2nd Year","BBA","Transport","4","2025-12-14","Buses are mostly on time","Positive"
"1315","2nd Year","CSE","Hostel","5","2025-01-01","Satisfied with hostel services","Positive"
"1316","2nd Year","BBA","Library","4","2025-05-06","Library services are excellent","Positive"
"1317","3rd Year","CE","Lab","1","2025-04-03","Need improvement in practical support","Negative"
"1318","4th Year","BBA","Hostel","5","2025-05-04","Satisfied with hostel services","Positive"
"1319","2nd Year","BBA","Hostel","1","2025-09-25","Rooms are crowded","Negative"
"1320","4th Year","ECE","Lab","1","2025-01-15","Some systems do not work","Neutral"
"1321","4th Year","BBA","Library","1","2025-07-15","Library is sometimes noisy","Neutral"
"1322","2nd Year","CSE","Hostel","5","2026-01-05","Rooms are clean and safe","Positive"
"1323","1st Year","ECE","Sports","1","2025-12-27","Sports equipment is limited","Neutral"
"1324","2nd Year","ME","Sports","1","2025-06-16","Sports equipment is limited","Neutral"
"1325","1st Year","BBA","Classroom","2","2026-03-18","Classroom cleanliness is average","Neutral"
"1326","2nd Year","BBA","Transport","4","2025-11-04","Bus staff is cooperative","Neutral"
"1327","3rd Year","CSE","Hostel","3","2025-03-27","Hostel experience is okay","Neutral"
"1328","3rd Year","ECE","Sports","4","2025-08-07","Sports facilities are good","Positive"
"1329","2nd Year","CE","Sports","2","2025-03-18","Ground maintenance is poor","Negative"
"1330","3rd Year","BBA","Lab","3","2025-01-24","Lab is okay","Neutral"
"1331","1st Year","ME","Transport","2","2025-12-12","Buses are often late","Negative"
"1332","1st Year","AIDS","Sports","2","2025-06-26","Facilities need improvement","Negative"
"1333","2nd Year","ECE","Classroom","3","2025-06-24","Average classroom experience","Negative"
"1334","3rd Year","ECE","Library","4","2025-08-15","Library has good study space","Positive"
"1335","2nd Year","CSE","Sports","1","2025-02-25","Practice timing is not managed well","Neutral"
"1336","1st Year","ECE","Sports","5","2025-09-19","Sports environment is motivating","Neutral"
